,FID,FID_1,OBJECTID,Parcel_ID,area_m2,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,image_date,edge,is_lowest_,SFHA_TF,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,construction_index_2015,construction_index_1998,rsmeans_construction_index_2015,rsmeans_construction_index_2021,ENR_BCI_index_2015,ENR_BCI_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998,cost_2015,cost_2021_RSMeans,cost_2021_ENR_BCI,cost_2021_PCI_Family_house,is_residential
3731,3731,12405,547234,3510-0021-2007-002,206.2460022,12406_29.2984507_-94.7827276_0_226.48.jpg,lD3AR0EgifQDt_whtAl2xA,12406,0.322998,123,380,144,5.106534505,2.472045207,12.52913828,0.03440454,2.437640667,2.634489298,-0.179809745,29.2984507,-94.7827276,29.29835946,-94.78280372,2019,Not_at_edge,Y,T,11,N,206.2460022,2220.013491,5.106534505,16.75372213,11,N,0,-5.753722129,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3732,3732,12408,547237,3510-0021-2006-000,127.2310028,12409_29.2985237_-94.7830579_0_163.31.jpg,_GulNRM1FgHSbIWDND5Mqw,12409,0.929688,503,481,282,3.974426677,1.45344012,14.66984945,-0.989499161,2.442939281,2.520986557,0.083192793,29.29852366,-94.78305788,29.29839416,-94.78302668,2019,Not_at_edge,Y,T,11,N,127.2310028,1369.503116,3.974426677,13.0394576,11,N,0,-2.039457602,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3733,3733,12410,547240,3505-0083-0012-000,390.5669861,12411_29.2980489_-94.7921632_0_328.28.jpg,jc500PZZ4eDblW4iHkPLoA,12411,0.698242,440,411,204,4.39396985,2.138945655,14.0650773,-0.264784737,2.403730392,2.255024195,0.039404565,29.2980489,-94.7921632,29.29815938,-94.7922344,2019,Not_at_edge,Y,T,11,N,390.5669861,4204.02805,4.39396985,14.41591158,11,N,0,-3.415911581,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3734,3734,12417,547251,3505-0146-0014-000,151.8029938,12418_29.2980685_-94.7964172_0_73.25.jpg,Bc8qAu7NVdDXbasQAXDJmg,12418,0.509766,635,473,327,3.478177111,1.129029076,20.22941334,-1.251365621,2.380394697,2.349148035,0.173385304,29.2980685,-94.7964172,29.29809016,-94.79621046,2019,Not_at_edge,Y,T,11,N,151.8029938,1633.993826,3.478177111,11.41134223,11,N,0,-0.411342228,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3735,3735,12422,547256,3510-0020-0001-001,200.2539978,12402_29.2981693_-94.7863274_0_58.79.jpg,0sRRgOvm4IZO4aayvsZlYg,12402,0.895508,127,394,148,4.776030946,2.36836164,12.01399541,-0.08252151,2.45088315,2.407669306,-0.177106214,29.2981693,-94.7863274,29.29824092,-94.78623458,2021,Not_at_edge,Y,T,11,N,200.2539978,2155.516093,4.776030946,15.66939287,11,N,0,-4.669392867,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3736,3736,12430,547266,3510-0022-2013-000,115.1070023,12431_29.2981178_-94.7810342_0_359.77.jpg,qwrCq4taujlAt40D0QQSRQ,12431,0.897949,142,522,344,3.415569424,0.76758325,16.6688784,-1.582710148,2.350293398,2.647986174,-0.167285591,29.2981178,-94.7810342,29.29826598,-94.78106345,2019,Not_at_edge,Y,T,11,N,115.1070023,1239.001461,3.415569424,11.20593643,11,N,0,-0.20593643,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3737,3737,12444,547285,3505-0084-0009-001,118.5439987,12445_29.2978702_-94.7928659_0_357.53.jpg,LT6wPC-hkg8LWvhyBCpxNQ,12445,0.541992,38,484,332,3.417020714,1.059680617,19.81822524,-1.344369733,2.40405035,2.357340097,-0.236570162,29.2978702,-94.7928659,29.29804205,-94.79292221,2019,Not_at_edge,Y,T,11,N,118.5439987,1275.996982,3.417020714,11.21069788,11,N,0,-0.210697881,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3738,3738,12451,547293,3510-0021-2007-003,107.3960037,12452_29.2982741_-94.7826671_0_252.18.jpg,ojoFbBgw_AoL2GTgX3TpHw,12452,0.925293,204,378,126,5.141033338,2.452603267,11.6341806,0.048333333,2.404269934,2.688430071,-0.124259923,29.2982741,-94.7826671,29.29822984,-94.78277568,2019,Not_at_edge,Y,T,11,N,107.3960037,1156.000963,5.141033338,16.86690728,11,N,0,-5.866907277,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3739,3739,12454,547297,3505-0147-0008-003,168.7129974,12455_29.2980685_-94.7964172_0_253.25.jpg,Bc8qAu7NVdDXbasQAXDJmg,12455,0.868652,674,671,426,2.351539096,0.002391061,12.11665986,-2.378003636,2.380394697,2.349148035,0.200331436,29.2980685,-94.79641724,29.29805846,-94.79654142,2019,Not_at_edge,Y,T,11,Y,168.7129974,1816.01159,2.351539096,7.715023281,11,Y,3.284976719,3.284976719,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,32622.34649,59501.17498,67998.72003,62507.73824,68232.1895,Y
3740,3740,12462,547308,3510-0047-1001-001,114.5960007,12463_29.2981406_-94.7801418_0_58.41.jpg,GorWNA4Kq_37OVM5HwsSPg,12463,0.810547,359,491,310,4.290131485,1.300246632,16.07532801,-1.21126684,2.511513472,2.989884853,-0.017094029,29.2981406,-94.7801418,29.29821867,-94.78000236,2021,Not_at_edge,Y,T,11,N,114.5960007,1233.501086,4.290131485,14.07523453,11,N,0,-3.075234531,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3741,3741,12463,547310,3505-0085-0001-000,212.8419952,12486_29.2978178_-94.7950579_0_57.83.jpg,Y98toyjpIB-DeWEglvj8OQ,12486,0.277832,96,456,356,3.41834111,0.955883692,29.38001381,-1.467231085,2.423114777,2.462457418,-0.198320287,29.2978178,-94.7950579,29.29800037,-94.79483867,2019,Not_at_edge,Y,T,11,N,212.8419952,2291.012169,3.41834111,11.21502989,11,N,0,-0.215029888,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3742,3742,12466,547313,3510-0021-2004-000,270.5339966,12428_29.2984729_-94.7832514_0_193.04.jpg,nZuMzSa_oQhmk0tgb41Gqg,12428,0.279053,82,547,323,3.537804526,0.947713774,13.27182758,-1.486247141,2.433960915,2.590090752,-0.207357951,29.2984729,-94.7832514,29.29835319,-94.78325416,2019,Not_at_edge,Y,T,11,N,270.5339966,2912.003704,3.537804526,11.60697023,11,N,0,-0.60697023,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3743,3743,12469,547316,3505-0211-0009-001,199.4190063,12417_29.2976734_-94.8017408_0_342.79.jpg,PxiNJDmkxBmuuzm9vck_-A,12417,0.911621,625,468,329,3.528834716,1.215090171,21.37838872,-1.235648736,2.450738907,2.313744545,0.166946374,29.2976734,-94.8017408,29.29786456,-94.80177007,2021,Not_at_edge,Y,T,11,N,199.4190063,2146.528319,3.528834716,11.57754172,11,N,0,-0.577541719,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3744,3744,12494,547349,3510-0021-2008-001,82.0344009,12465_29.2981845_-94.7826345_0_221.98.jpg,ImuNVAdjvc1jjL8-KEB8vA,12465,0.551758,203,358,185,5.398887743,2.710574974,16.94985473,0.305085768,2.405489206,2.688312769,-0.12563373,29.2981845,-94.7826345,29.2980589,-94.78273402,2019,Not_at_edge,Y,T,11,N,82.0344009,883.0109424,5.398887743,17.7128863,11,N,0,-6.712886296,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3745,3745,12501,547359,3510-0019-1008-001,161.7920074,12502_29.298082_-94.7862986_0_253.92.jpg,4JMPMm8W62KawPSkCQyScg,12502,0.873535,426,551,390,2.746111777,0.316763785,18.07741081,-2.118260238,2.435024023,2.429347992,0.029298824,29.29808197,-94.78629855,29.29804141,-94.78647877,2021,Not_at_edge,Y,T,11,Y,161.7920074,1741.514674,2.746111777,9.009553074,11,Y,1.990446926,1.990446926,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,29605.74945,53999.08553,61710.86034,56727.6311,61922.74082,Y
3746,3746,12506,547370,3510-0020-3006-001,115.1080017,12507_29.2982249_-94.7841952_0_192.67.jpg,jpmdFTdjT5KmH9_GuGmoSA,12507,0.851562,287,514,324,3.634774456,1.005024681,15.42747741,-1.396296253,2.401320934,2.629749775,-0.067234673,29.29822493,-94.78419522,29.29808739,-94.78421956,2019,Not_at_edge,Y,T,11,N,115.1080017,1239.012219,3.634774456,11.92511304,11,N,0,-0.925113045,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3747,3747,12524,547393,3505-0084-0014-000,322.3760071,12525_29.2977754_-94.7937093_0_53.18.jpg,FxBVE-YRiQnMN8Dxwmt-lA,12525,0.41333,190,153,30,8.710026484,6.263774615,23.86786603,3.812441807,2.451332808,2.446251869,-0.134552162,29.2977754,-94.7937093,29.29792641,-94.79353417,2021,Not_at_edge,Y,T,11,N,322.3760071,3470.026461,8.710026484,28.57620238,11,N,0,-17.57620238,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3748,3748,12530,547404,3510-0020-3002-001,142.4669952,12531_29.2981_-94.7846825_0_147.64.jpg,e9HyJlJAjOr33IicngWi6g,12531,0.88916,542,534,346,3.488867518,0.879545924,15.56944015,-1.619682792,2.499228716,2.609321594,0.11049568,29.2981,-94.7846825,29.29797378,-94.78461218,2019,Not_at_edge,Y,T,11,N,142.4669952,1533.501974,3.488867518,11.44641574,11,N,0,-0.446415741,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3749,3749,12561,547445,3510-0020-2007-001,115.7590027,12562_29.297955_-94.7852136_0_179.25.jpg,ZYT0a8bjUPrtq6Txcjeoog,12562,0.766113,94,212,8,6.642703466,4.105830125,14.54888917,1.701619558,2.404210567,2.536873341,-0.199326066,29.297955,-94.7852136,29.29782669,-94.78518203,2019,Not_at_edge,Y,T,11,N,115.7590027,1246.019535,6.642703466,21.79364654,11,N,0,-10.79364654,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3750,3750,12581,547471,3510-0020-2006-000,163.7420044,12582_29.2979064_-94.7854137_0_148.55.jpg,BtW0_wOnuuNpX9ulzBTXcw,12582,0.647949,241,505,309,3.695612865,1.073605018,14.83989499,-1.257158084,2.330763102,2.622007847,-0.098763093,29.2979064,-94.7854137,29.29779963,-94.78532155,2019,Not_at_edge,Y,T,11,N,163.7420044,1762.504267,3.695612865,12.12471412,11,N,0,-1.124714124,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3751,3751,12583,547475,3505-0022-0013-000,247.2149963,12583_29.2974608_-94.7907107_0_328.50.jpg,WMhgyLu1gQ1IB-8TapGk4Q,12583,0.708984,421,531,414,3.29558163,0.873872569,24.87349805,-2.567854592,3.441727161,2.421709061,0.026160877,29.2974608,-94.7907107,29.29765514,-94.79083871,2018,Not_at_edge,Y,T,11,Y,247.2149963,2661.000074,3.29558163,10.81227569,11,Y,0.187724311,0.187724311,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,45237.00126,82509.53768,94292.97749,86678.70148,94616.72668,Y
3752,3752,12589,547485,3510-0020-3008-001,59.4580002,12590_29.2977149_-94.78372_0_253.40.jpg,a6L87haqCYqTm6VuXuWuQA,12590,0.67627,374,336,120,6.419830077,3.882065289,13.46885262,0.441713564,3.440351725,2.537764788,-0.006628966,29.2977149,-94.78372,29.29767941,-94.78385258,2013,Not_at_edge,Y,T,11,N,59.4580002,640.0005877,6.419830077,21.06243464,11,N,0,-10.06243464,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3753,3753,12591,547487,3505-0086-0009-000,132.5269928,12592_29.2976444_-94.7949976_0_237.27.jpg,xYuhV823-EBsFjGS28tnJA,12592,0.333008,627,332,232,5.893392763,3.459931574,29.50910738,1.055597506,2.404334068,2.433461189,0.168303009,29.29764439,-94.79499763,29.29753999,-94.79527703,2019,Not_at_edge,Y,T,11,N,132.5269928,1426.508678,5.893392763,19.33527809,11,N,0,-8.335278094,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3754,3754,11819,546261,2362-0000-0001-000,202.2050018,11820_29.3017235_-94.8006863_0_163.42.jpg,WCM6IahllUNDsvLDl2Nuiw,11820,0.913086,153,504,327,2.478175412,0.935653697,16.64833691,-1.376274098,2.311927795,1.542521715,-0.159813444,29.3017235,-94.8006863,29.3015882,-94.80061189,2017,Not_at_edge,Y,T,12,Y,202.2050018,2176.516525,2.478175412,8.130496759,12,Y,3.869503241,3.869503241,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,40052.53445,73053.3857,83486.36348,76744.73508,83773.00882,Y
3755,3755,11823,546266,2362-0000-0001-000,138.6119995,11824_29.3016711_-94.8008855_0_163.40.jpg,Sob_h26OLJVjzCeV6Qld4A,11824,0.910645,240,501,325,2.524297504,0.975537686,16.61222789,-1.361017795,2.336555481,1.548759818,-0.09979942,29.3016711,-94.8008855,29.30153245,-94.80082057,2017,Not_at_edge,Y,T,12,Y,138.6119995,1492.007145,2.524297504,8.281815958,12,Y,3.718184042,3.718184042,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,27286.77862,49769.42384,56877.14771,52284.24681,57072.43193,Y
3756,3756,11830,546277,3505-0388-0014-000,68.9804993,11853_29.3012755_-94.7999671_0_58.57.jpg,IOqkNzJ4rBRiFy8AOL_VmA,11853,0.499023,63,568,407,1.570498732,0.131023076,18.51601426,-2.320006225,2.451029301,1.439475656,-0.220019485,29.3012755,-94.7999671,29.30139162,-94.79983009,2021,Not_at_edge,Y,T,12,Y,68.9804993,742.499915,1.570498732,5.152554895,12,Y,6.847445105,6.847445105,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,15321.91924,27946.24837,31937.3377,29358.35769,32046.99261,Y
3757,3757,11844,546300,3505-0388-0008-002,209.9620056,11845_29.3012199_-94.7989828_0_342.70.jpg,_wG7wS6QLL5eGofuuY4qDQ,11845,0.421143,300,618,426,2.643570359,1.124453242,15.17813219,-2.47406656,3.598519802,1.519117117,-0.058546899,29.30121991,-94.79898276,29.30134804,-94.79903787,2016,Not_at_edge,Y,T,12,Y,209.9620056,2260.012219,2.643570359,8.673131099,12,Y,3.326868901,3.326868901,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,40669.26267,74178.26045,84771.88503,77926.44916,85062.94414,Y
3758,3758,11884,546371,3505-0326-0010-000,124.3970032,11885_29.3008997_-94.7965491_0_326.67.jpg,1PNtELkHKeVcK-WTJo5-RQ,11885,0.841309,417,478,343,2.75087195,0.975564891,21.5554339,-1.428515738,2.404080629,1.775307059,0.023022949,29.3008997,-94.7965491,29.3010646,-94.79666671,2019,Not_at_edge,Y,T,12,Y,124.3970032,1338.998199,2.75087195,9.02517044,12,Y,2.97482956,2.97482956,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,23741.94064,43303.85507,49488.21125,45491.97623,49658.12601,Y
3759,3759,11899,546401,2362-0000-0002-000,228.404007,11865_29.3011456_-94.8011423_0_103.01.jpg,1AmO3xRQLYTX1I_oInilsw,11865,0.713379,522,344,298,5.692699985,4.170412855,63.53835251,1.765210466,2.405202389,1.52228713,0.096344173,29.3011456,-94.8011423,29.30096342,-94.80052222,2017,Not_at_edge,Y,T,12,N,228.404007,2458.52027,5.692699985,18.67683722,12,N,0,-6.676837221,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3760,3760,11905,546411,2362-0000-0002-000,153.4759979,11907_29.3010991_-94.7999076_0_238.24.jpg,lJl0AZHxOM2Ro1NM6hfzHQ,11907,0.866211,209,443,369,2.232107984,0.725825893,39.60397826,-1.618516816,2.344342709,1.506282091,-0.121167142,29.3010991,-94.7999076,29.30087569,-94.80022572,2021,Not_at_edge,Y,T,12,Y,153.4759979,1652.001893,2.232107984,7.323188924,12,Y,4.676811076,4.676811076,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,31400.6049,57272.79264,65452.09559,60166.75691,65676.82138,Y
3761,3761,11932,546460,2362-0000-0002-000,230.8639984,11900_29.3005326_-94.8004725_0_13.84.jpg,Pp3K3bfgj2QvHHQIrSmUJw,11900,0.696289,197,543,361,2.391433468,0.677422991,16.11945902,-1.773464927,2.450887918,1.714010477,-0.129409752,29.3005326,-94.8004725,29.30067712,-94.80045393,2021,Not_at_edge,Y,T,12,Y,230.8639984,2484.999397,2.391433468,7.845910328,12,Y,4.154089672,4.154089672,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,46259.6734,84374.82945,96424.65729,88638.24547,96755.72548,Y
3762,3762,11942,546472,2362-0000-0002-000,207.2669983,11943_29.3004807_-94.8006812_0_313.62.jpg,bP_mvtwNAVsP86BtzRtNIA,11943,0.925781,516,532,355,2.401187097,0.743811284,16.60059874,-1.707044448,2.450855732,1.657375813,0.092540205,29.3004807,-94.8006812,29.3005936,-94.80079347,2021,Not_at_edge,Y,T,12,Y,207.2669983,2231.003402,2.401187097,7.877910423,12,Y,4.122089577,4.122089577,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,41477.84963,75653.07386,86457.32107,79475.78413,86754.16701,Y
3763,3763,11950,546483,2790-0002-0003-000,188.871994,11951_29.3008233_-94.8042217_0_177.39.jpg,1mK4jAg8O5sI2upozVzYuQ,11951,0.928711,496,405,276,3.357244493,2.058920743,22.621348,-0.346197007,2.40511775,1.29832375,0.078339884,29.3008233,-94.8042217,29.30061932,-94.80422933,2017,Not_at_edge,Y,T,12,Y,188.871994,2033.001224,3.357244493,11.01458167,12,Y,0.98541833,0.98541833,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,34561.0208,63037.19895,72039.73442,66222.43566,72287.07846,Y
3764,3764,11961,546499,3505-0266-0002-002,134.7559967,11962_29.3007983_-94.7969341_0_177.60.jpg,WJizyy0h-T4MgQECP65Vbw,11962,0.26416,286,572,452,0.922038082,-0.786644217,24.30001948,-3.180337664,2.393693447,1.708682299,-0.068276485,29.3007983,-94.7969341,29.3005804,-94.7969066,2019,Not_at_edge,Y,T,12,Y,134.7559967,1450.501477,0.922038082,3.025059324,12,Y,8.974940676,8.974940676,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,26072.67799,47554.97817,54346.45027,49957.90635,54533.04549,Y
3765,3765,11962,546500,3505-0266-0003-000,155.6600037,11963_29.3008238_-94.7968374_0_163.13.jpg,khYQ9VeTkCnpKiNFncR7XA,11963,0.659668,676,355,126,4.385875129,2.655591869,12.96676484,0.248210811,2.407381058,1.73028326,0.20167129,29.3008238,-94.7968374,29.30070732,-94.79682504,2019,Not_at_edge,Y,T,12,N,155.6600037,1675.510335,4.385875129,14.3893541,12,N,0,-2.389354098,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3766,3766,11972,546521,2362-0000-0003-000,356.8880005,11973_29.300648_-94.799983_0_140.62.jpg,xBwaPKLBW8_oiAUOm_G9sA,11973,0.440186,555,485,375,2.113020442,0.606071375,26.63717799,-1.863912441,2.469983816,1.506949067,0.119447391,29.300648,-94.799983,29.3004454,-94.79983554,2021,Not_at_edge,Y,T,12,Y,356.8880005,3841.510466,2.113020442,6.932481765,12,Y,5.067518235,5.067518235,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,74143.60548,135233.4249,154546.5245,142066.6991,155077.1506,Y
3767,3767,11973,546523,3525-0000-0002-000,239.1340027,11974_29.3002427_-94.7991168_0_341.86.jpg,u3fYsn7PkfGUbppAvSJwtw,11974,0.86084,554,331,129,4.582170321,2.919566466,14.50417386,0.522575213,2.396991253,1.662603855,0.118759502,29.3002427,-94.7991168,29.300371,-94.79914614,2019,Not_at_edge,Y,T,12,N,239.1340027,2574.016983,4.582170321,15.03336719,12,N,0,-3.033367195,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3768,3768,11982,546534,2362-0000-0003-000,206.9880066,11983_29.3005831_-94.800275_0_163.80.jpg,vE32omNtWs5lFJ38rdIaKA,11983,0.886719,304,544,360,2.407169559,0.686147788,15.83524575,-1.765221259,2.451369047,1.721021771,-0.055417257,29.3005831,-94.800275,29.30044833,-94.80022093,2021,Not_at_edge,Y,T,12,Y,206.9880066,2228.00036,2.407169559,7.897537923,12,Y,4.102462077,4.102462077,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,41389.22082,75491.42031,86272.58127,79305.96231,86568.79293,Y
3769,3769,11985,546539,3505-0266-0001-001,61.4087982,11986_29.3003242_-94.7971519_0_57.78.jpg,ut4WXnj40F2DM4ncpE8zPg,11986,0.936035,369,579,334,2.383047295,0.786781264,11.826716,-1.617398786,2.40418005,1.596266031,-0.010466249,29.3003242,-94.7971519,29.30038203,-94.7970496,2019,Not_at_edge,Y,T,12,Y,61.4087982,660.9988026,2.383047295,7.818396637,12,Y,4.181603363,4.181603363,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,12318.50755,22468.20821,25676.96185,23603.51503,25765.12213,Y
3770,3770,11996,546563,2362-0000-0003-000,231.5160065,11997_29.3004807_-94.8006812_0_163.62.jpg,bP_mvtwNAVsP86BtzRtNIA,11997,0.878418,77,546,356,2.377386503,0.72001069,15.65676356,-1.730845042,2.450855732,1.657375813,-0.210363302,29.30048075,-94.80068121,29.30035653,-94.80060448,2021,Not_at_edge,Y,T,12,Y,231.5160065,2492.017554,2.377386503,7.799824485,12,Y,4.200175515,4.200175515,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,46476.45542,84770.22666,96876.52238,89053.62189,97209.14202,Y
3771,3771,12002,546574,2362-0000-0003-000,230.9109955,12003_29.3000717_-94.799814_0_329.46.jpg,l_ZmxwDprqai42j6EGq0KQ,12003,0.782227,323,516,346,2.418231432,0.850816671,17.02833754,-1.578889902,2.429706573,1.567414761,-0.042539123,29.3000717,-94.799814,29.30020058,-94.7999094,2019,Not_at_edge,Y,T,12,Y,230.9109955,2485.50527,2.418231432,7.933830157,12,Y,4.066169843,4.066169843,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,46105.19661,84093.07318,96102.66254,88342.2522,96432.62518,Y
3772,3772,12003,546579,2790-0002-0008-000,186.4570007,12004_29.3001781_-94.803357_0_267.80.jpg,1ICRcysdSVj8Ny6kDlmGmQ,12004,0.936523,163,464,318,3.858935948,2.33048677,20.16057987,-1.112333302,3.442820072,1.528449178,-0.152664075,29.3001781,-94.803357,29.30014356,-94.80356073,2013,Not_at_edge,Y,T,12,N,186.4570007,2007.006452,3.858935948,12.66055101,12,N,0,-0.66055101,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3773,3773,12006,546584,2362-0000-0003-000,156.0789948,12007_29.3000198_-94.8000006_0_341.75.jpg,dsoBB0-d78iMW0u7CFNkUg,12007,0.827148,577,520,342,2.454907433,0.844371692,16.58533207,-1.559773787,2.404145479,1.610535741,0.134209554,29.3000198,-94.8000006,29.3001669,-94.80003189,2019,Not_at_edge,Y,T,12,Y,156.0789948,1680.020318,2.454907433,8.054158245,12,Y,3.945841755,3.945841755,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,31012.13567,56564.24841,64642.36199,59422.41031,64864.3076,Y
3774,3774,12008,546588,2790-0002-0010-000,187.8040009,12009_29.2999782_-94.8045695_0_58.44.jpg,clZWu6q3R2XpBkDeUXad5Q,12009,0.930176,409,394,288,3.43207493,2.274263884,27.44984401,-0.210653995,2.484917879,1.157811046,0.018140314,29.2999782,-94.8045695,29.30010397,-94.80432611,2021,Not_at_edge,Y,T,12,Y,187.8040009,2021.505442,3.43207493,11.26008835,12,Y,0.739911647,0.739911647,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,34365.59251,62680.74963,71632.37948,65847.97514,71878.32489,Y
3775,3775,12034,546629,2362-0000-0003-000,360.4649963,12035_29.2998892_-94.8004864_0_326.02.jpg,oSZC3VsTzjJER9fF_0F8cA,12035,0.864258,720,580,369,2.188099373,0.469962109,14.16157731,-1.88568927,2.355651379,1.718137264,0.230295935,29.2998892,-94.8004864,29.30000865,-94.80053813,2019,Not_at_edge,Y,T,12,Y,360.4649963,3880.012929,2.188099373,7.178803717,12,Y,4.821196283,4.821196283,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,74169.92832,135281.4361,154601.3924,142117.1364,155132.2069,Y
3776,3776,12037,546635,2790-0002-0009-000,222.5500031,12038_29.2998907_-94.8045393_0_72.95.jpg,3emFHNXt7nPx-29-qAywiQ,12038,0.788574,419,399,295,3.370864846,2.189616539,28.25307462,-0.295633934,2.485250473,1.181248307,0.024417643,29.2998907,-94.8045393,29.29995947,-94.80425928,2021,Not_at_edge,Y,T,12,Y,222.5500031,2395.508297,3.370864846,11.05926787,12,Y,0.940732133,0.940732133,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,40723.64104,74277.44328,84885.23247,78030.64366,85176.68075,Y
3777,3777,12045,546646,2790-0001-0008-000,190.8699951,12046_29.2998408_-94.8057343_0_71.73.jpg,HXUVs9wluwTQZSRYfj2s0w,12046,0.938965,566,438,310,3.890517897,2.514362163,23.09309858,-0.863147431,3.377509594,1.376155734,0.12700706,29.2998408,-94.8057343,29.29988053,-94.80550097,2013,Not_at_edge,Y,T,12,N,190.8699951,2054.507528,3.890517897,12.76416633,12,N,0,-0.764166329,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3778,3778,12054,546655,3505-0268-0001-001,210.9360046,12055_29.2999064_-94.7995468_0_87.57.jpg,ouLjhs88DElKpAs8bXVnuQ,12055,0.252441,266,623,430,2.531002367,0.931889737,15.12377406,-2.513835704,3.445725441,1.59911263,-0.08146024,29.2999064,-94.7995468,29.29992326,-94.79939233,2013,Not_at_edge,Y,T,12,Y,210.9360046,2270.496257,2.531002367,8.30381354,12,Y,3.69618646,3.69618646,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,41486.82513,75669.44462,86476.02978,79492.98209,86772.93996,Y
